"plays","downloads","loads","finishes","likes","comments","uri","name","duration","created_time","sizes","mean_percent","mean_seconds","sum_seconds","total_seconds"
2,0,20,1,0,0,/videos/39580822,"ffmpeg - Videofilter format, Video in schwarz/weiss oder grau",233,2012-04-01T15:37:12+00:00,Array,97,228,456,466
2,0,21,0,0,0,/videos/121216517,"SolydK 201311 - Demo",418,2015-03-04T05:24:13+00:00,Array,9,19,39,418
2,0,20,0,0,0,/videos/122235590,"Debian - dpkg - Auflisten der installierten Pakete (Paketverwaltung .deb)",97,2015-03-15T14:02:46+00:00,Array,0,0,0,194
2,0,25,0,0,0,/videos/40032113,"popcorn.js - Untertitel (subtitle)",292,2012-04-09T19:58:55+00:00,Array,92,270,541,585
2,0,25,1,0,0,/videos/122501935,"Python-Programmierung - subprocess - die Klasse Popen",197,2015-03-18T04:03:39+00:00,Array,50,98,197,394
2,0,25,0,0,0,/videos/40973542,"Python-Programmierung - Alles ist eine Klasse",367,2012-04-24T22:12:56+00:00,Array,41,153,306,735
2,0,17,0,0,0,/videos/41039351,"ffmpeg - Videogrösse ändern",243,2012-04-25T20:50:30+00:00,Array,31,77,154,485
2,0,37,0,1,0,/videos/123624361,"SteamOS 1.0 Beta - Demo (SteamOS alchemist - Test) - Teil 2",356,2015-03-30T14:00:50+00:00,Array,71,127,254,357
2,0,16,0,0,0,/videos/128161639,"SD-Karte des Raspberry Pi mit dd sichern",362,2015-05-18T16:28:11+00:00,Array,43,157,314,725
2,0,27,1,0,0,/videos/43495332,"Linux Mint 13 ""Maya"" MATE Edition - Demo",314,2012-06-05T21:13:59+00:00,Array,59,187,374,628
2,1,26,0,0,0,/videos/132199962,"Linux - od (octal dump)",108,2015-06-30T11:19:10+00:00,Array,60,65,130,216
2,1,27,0,0,0,/videos/132201285,"LibreOffice - Ein Makro selbst erstellen (der Makro-Recorder)",248,2015-06-30T11:38:50+00:00,Array,48,121,243,496
2,0,20,0,0,0,/videos/79595738,"redis - Publish-Subscribe",171,2013-11-17T11:04:07+00:00,Array,50,87,174,343
2,1,37,1,0,0,/videos/132201286,"LibreOffice - Makro ausführen",133,2015-06-30T11:38:51+00:00,Array,50,66,132,264
2,1,52,0,0,0,/videos/16663014,"LibreOffice 3.3.0 Beta2 - Installation",628,2010-11-09T17:29:27+00:00,Array,64,402,804,1256
2,1,35,0,0,0,/videos/132320707,"CSS Diner bringt euch CSS-Selektoren mit Praxisbeispielen bei",179,2015-07-01T12:05:07+00:00,Array,44,78,157,356
2,1,22,1,0,0,/videos/132320703,"Linux - MakeHuman - 3D Charaktere erstellen",144,2015-07-01T12:05:06+00:00,Array,61,132,265,431
2,0,33,0,0,0,/videos/13912631,"Linux - Ogg Vorbis abspielen",490,2010-08-05T15:39:53+00:00,Array,28,141,282,981
2,1,22,1,0,0,/videos/132210708,"Linux - Verschlüsselte Containerdatei - Passwörter verwalten",240,2015-06-30T13:28:32+00:00,Array,58,141,283,480
2,0,21,0,0,0,/videos/17813870,"Screencast 092 - Filelight - Festplattenbelegung analysieren",235,2010-12-14T18:34:23+00:00,Array,38,90,180,471
2,1,25,0,0,0,/videos/132215257,"Ubuntu Touch - Telefon-App",181,2015-06-30T14:11:06+00:00,Array,49,135,270,545
2,0,26,0,0,0,/videos/18195832,"Screencast glimpse 028 - Linux Mint Debian 201012",288,2010-12-26T20:54:45+00:00,Array,23,67,135,578
2,1,22,0,0,0,/videos/132217984,"Ubuntu Touch - Friends-App",161,2015-06-30T14:35:07+00:00,Array,11,18,37,322
2,0,18,1,0,0,/videos/46143191,"CouchDB - Futon - Dokumente erstellen und löschen",209,2012-07-21T14:08:33+00:00,Array,65,136,273,417
2,0,15,0,0,0,/videos/46143908,"CouchDB - Dokumente mit Inhalt füllen",333,2012-07-21T14:34:56+00:00,Array,24,83,166,666
2,1,29,1,0,0,/videos/132317471,"Thesaurus / Synonyme in LibreOffice aktivieren",192,2015-07-01T11:21:10+00:00,Array,64,185,371,577
2,1,21,0,0,0,/videos/132325014,"reveal.js - automatische Präsentation starten",201,2015-07-01T13:00:13+00:00,Array,52,105,210,402
2,0,27,0,0,0,/videos/13891092,"Linux - Audio-CD auslesen (Textmodus)",611,2010-08-04T19:35:58+00:00,Array,5,15,31,611
2,1,14,0,0,0,/videos/20114724,"Screencast 101 - LibreOffice - Textmarken",192,2011-02-18T19:45:39+00:00,Array,51,99,198,386
2,1,31,0,0,0,/videos/132821533,"Eigene Pakete für Maxdome und Lovefilm im Pipelight-PPA",131,2015-07-07T13:28:18+00:00,Array,67,44,89,131
2,1,35,0,0,0,/videos/133452110,"KDE Plasma 5.2 - Demo (mit KaOS und Netrunner 15)",374,2015-07-14T14:04:17+00:00,Array,1,2,4,374
2,1,36,0,0,0,/videos/132917748,"Raspberry Pi - eine LED ein- und ausschalten - Teil 2",384,2015-07-08T10:35:06+00:00,Array,27,106,213,768
2,2,31,0,0,0,/videos/132926061,"Python-Programmierung - import pwd",246,2015-07-08T12:33:09+00:00,Array,20,25,51,247
2,1,34,0,0,0,/videos/132929693,"Mit Steam Skin Manager das Aussehen des Steam Clients unter Linux verändern",263,2015-07-08T13:17:55+00:00,Array,4,5,11,262
2,2,25,0,0,0,/videos/132930955,"Git für Einsteiger - Git-Repository anlegen",356,2015-07-08T13:31:57+00:00,Array,35,125,251,712
2,0,13,0,0,0,/videos/52074016,"redis lists",397,2012-10-24T12:18:21+00:00,Array,90,359,718,792
2,0,30,0,0,0,/videos/22134156,"svg-edit - web svg-editor",242,2011-04-08T17:09:57+00:00,Array,19,70,141,725
2,1,26,1,0,0,/videos/133448591,"Korora 21 Darla ist da",242,2015-07-14T13:27:22+00:00,Array,53,130,261,485
2,1,18,0,0,0,/videos/22459285,"unlink - eine Datei löschen",131,2011-04-15T20:33:45+00:00,Array,2,1,3,131
2,1,28,1,0,0,/videos/133452107,"Python-Programmierung - Quelltextanalyse mit pylint",193,2015-07-14T14:04:17+00:00,Array,38,111,222,577
2,1,34,0,0,0,/videos/52386670,"nginx install",203,2012-10-29T13:59:13+00:00,Array,64,131,262,406
2,1,29,1,0,0,/videos/137500889,"Linktipp: Browserunterstützung für HTML- und CSS-Elemente prüfen",120,2015-08-27T16:01:02+00:00,Array,63,76,153,240
2,1,37,0,0,0,/videos/133456529,"Vivaldi Browser (Linux)",181,2015-07-14T14:46:55+00:00,Array,38,70,141,363
2,1,25,0,0,0,/videos/133456531,"AngularJS - Listen (ng-list, orderBy)",420,2015-07-14T14:46:55+00:00,Array,60,253,506,842
2,0,14,0,0,0,/videos/52389828,"nginx - PHP - FastCGI",304,2012-10-29T14:45:42+00:00,Array,95,146,292,305
2,0,11,0,0,0,/videos/79489136,"LibreOffice - Writer - Seiten nummerieren",129,2013-11-15T14:44:18+00:00,Array,44,57,114,256
2,0,13,0,0,0,/videos/22663299,"Firefox - Remove It Permanently",152,2011-04-20T17:22:06+00:00,Array,95,72,145,152
2,1,40,0,0,0,/videos/133488634,"HTML und CSS - Ein HTML-Dokument erstellen",255,2015-07-14T20:04:19+00:00,Array,51,65,131,255
2,1,22,0,0,0,/videos/133446617,"Komprimieren von CSS und Javascript",227,2015-07-14T13:03:32+00:00,Array,90,103,206,227
2,0,10,0,0,0,/videos/79581014,"Zorin OS 6 Core - Demo",282,2013-11-17T01:22:25+00:00,Array,30,84,169,563
2,1,24,0,0,0,/videos/133489840,"LibreOffice - Calc - Tabellen mit Themen formatieren",119,2015-07-14T20:17:50+00:00,Array,0,0,0,0
2,0,18,0,0,0,/videos/79581015,"Informationen über ein Youtube-Video auslesen",282,2013-11-17T01:22:26+00:00,Array,50,141,282,564
2,1,22,0,0,0,/videos/133495887,"LibreOffice - Calc - Bedingte Formatierungen",277,2015-07-14T21:18:26+00:00,Array,34,96,192,553
2,1,39,0,0,0,/videos/135066890,"AngularJS - Ereignisdirektiven (Event: ng-click)",234,2015-07-31T16:52:10+00:00,Array,46,163,327,700
2,1,28,0,0,0,/videos/136110401,"LibreOffice - Calc - Gruppen und Gliederung",197,2015-08-12T15:18:17+00:00,Array,21,41,83,394
2,1,30,0,0,0,/videos/136433526,"Linux - cut (schneiden)",150,2015-08-16T15:02:37+00:00,Array,26,39,79,300
2,1,27,1,0,0,/videos/135376056,"docker installieren",217,2015-08-04T16:50:23+00:00,Array,51,221,443,868
2,1,36,2,0,0,/videos/140501149,"Gnome 3.18 - Datei kopieren - Demo",66,2015-09-26T07:30:22+00:00,Array,66,66,132,198
2,0,19,0,0,0,/videos/82301488,"Python-Programmierung - Reguläre Ausdrücke - Suchen Teilen Ersetzen Teil2",170,2013-12-19T16:37:22+00:00,Array,39,67,134,338
2,0,13,0,0,0,/videos/16119523,"Screencast glimpse 026 - Lubuntu 10.10",284,2010-10-23T15:04:24+00:00,Array,56,80,160,284
2,0,12,0,0,0,/videos/82658002,"Crashkurs LibreOffice Calc für Datenjournalismus - Calc-Funktionen",291,2013-12-25T06:32:34+00:00,Array,82,120,241,291
2,1,11,0,0,0,/videos/82658004,"LibreOffice Writer - Erste Schritte mit regulären Ausdrücken",628,2013-12-25T06:32:41+00:00,Array,3,12,24,628
2,0,12,2,0,0,/videos/16144819,"Screencast short 003 - OpenOffice Writer - Text markieren",61,2010-10-24T17:50:24+00:00,Array,99,60,120,121
2,0,15,0,0,0,/videos/83659429,"Taskwarrior - Etiketten (Tags)",177,2014-01-08T08:08:12+00:00,Array,93,83,167,178
2,0,18,1,0,0,/videos/16146686,"Screencast short 006 - OpenOffice Writer - Text unterstreichen",66,2010-10-24T19:05:45+00:00,Array,86,57,114,132
2,0,23,1,0,0,/videos/27827591,"Anwendungen in einer Sandbox starten",213,2011-08-17T18:19:18+00:00,Array,100,106,212,212
2,0,25,0,0,0,/videos/15030765,"Screencast 063 - Wallpapoz",178,2010-09-16T17:37:49+00:00,Array,59,106,212,355
2,0,10,0,0,0,/videos/87058276,"OS4 OpenLinux 13.6 - Demo",348,2014-02-19T05:04:30+00:00,Array,0,0,0,348
2,0,18,0,0,0,/videos/28161374,"OpenCV - ein Bild konvertieren",136,2011-08-25T17:22:24+00:00,Array,56,76,153,271
1,0,8,0,0,0,/videos/87981718,"Firefox OS - die Bildschirmdeaktivierung einstellen (screen timeout)",67,2014-03-02T11:14:25+00:00,Array,10,7,7,67
1,0,15,0,0,0,/videos/80029668,"Taskwarrior - Datum und Uhrzeit - Fälligkeit",133,2013-11-22T00:26:21+00:00,Array,13,18,18,133
1,1,24,0,0,0,/videos/132816662,"Linux - Fensterposition herausfinden",208,2015-07-07T12:31:13+00:00,Array,14,29,29,207
1,0,6,0,0,0,/videos/88224801,"Linux - dstat",151,2014-03-05T05:36:20+00:00,Array,0,0,0,0
1,0,18,0,0,0,/videos/50928544,"Taskwarrior - einfache Filter",156,2012-10-07T15:14:42+00:00,Array,43,68,68,156
1,0,14,0,0,0,/videos/88224808,"easystroke - Desktop-Gesten für X11 (Gestensteuerung auf dem Desktop - Linux)",512,2014-03-05T05:36:28+00:00,Array,91,469,469,512
1,0,3,0,0,0,/videos/89300142,"Taskwarrior - Dringlichkeit",100,2014-03-17T12:55:57+00:00,Array,95,96,96,101
1,1,10,0,0,0,/videos/28999255,"Python-Programmierung - Funktionen (Teil 2)",284,2011-09-13T17:29:40+00:00,Array,0,0,0,0
1,0,13,0,0,0,/videos/14717712,"Screencast 050 - Nano - Texteditor",143,2010-09-05T17:38:28+00:00,Array,92,132,132,143
1,0,8,0,0,0,/videos/89473213,"Gnome 3.10 - Photos - Demo",75,2014-03-19T04:41:39+00:00,Array,93,70,70,75
1,1,25,0,0,0,/videos/132816665,"ImageMagick - Bilder mit Text erstellen - Teil 2",319,2015-07-07T12:31:14+00:00,Array,96,307,307,319
1,0,9,0,0,0,/videos/89473227,"grml 2013.09 - Demo",255,2014-03-19T04:41:53+00:00,Array,96,245,245,255
1,0,16,0,0,0,/videos/128161642,"Youtube-Videos mittels VLC herunterladen (speichern und konvertieren)",135,2015-05-18T16:28:12+00:00,Array,63,86,86,135
1,1,11,0,0,0,/videos/29383232,"Python-Programmierung - Funktionen (Teil 3)",191,2011-09-21T16:34:06+00:00,Array,6,12,12,191
1,0,14,0,0,0,/videos/89473244,"PHP-Programmierung - Arrays - Listen-Arrays",311,2014-03-19T04:42:07+00:00,Array,12,39,39,311
1,1,24,0,0,0,/videos/132816664,"GIMP - Einen Rahmen um einen Bereich in einem Bild ziehen",246,2015-07-07T12:31:14+00:00,Array,13,32,32,246
1,0,17,0,0,0,/videos/29795129,"Gnome3 - Bildschirmtastaturen",175,2011-09-29T18:27:25+00:00,Array,27,47,47,174
1,0,21,0,0,0,/videos/81575391,"awesome - Konfiguration - Layouts",158,2013-12-11T06:09:24+00:00,Array,0,0,0,0
1,0,14,0,0,0,/videos/31863432,"Fedora 16 - Demo",195,2011-11-09T19:23:49+00:00,Array,46,90,90,195
1,2,41,0,0,0,/videos/132815112,"FoxBleed - Seiten auf bekannte OpenSSL-Lücke Heartbleed prüfen",160,2015-07-07T12:11:43+00:00,Array,0,0,0,160
1,0,14,0,0,0,/videos/90161075,"Linux - DM-Crypt - Gedanken zum Passwort",178,2014-03-26T20:46:31+00:00,Array,56,100,100,178
1,0,16,0,0,0,/videos/90161104,"Linux - DM-Crypt - Vorbereitung",227,2014-03-26T20:46:46+00:00,Array,71,164,164,228
1,0,26,0,0,0,/videos/123624360,"SteamOS 1.0 Beta - Demo (SteamOS alchemist - Test)",627,2015-03-30T14:00:50+00:00,Array,5,37,37,627
1,0,12,0,0,0,/videos/90161121,"R - Hilfe",158,2014-03-26T20:46:53+00:00,Array,18,30,30,159
1,0,9,0,0,0,/videos/16248614,"Screencast short 022 - Gnome - Einzelklick einstellen",42,2010-10-27T16:18:36+00:00,Array,88,37,37,42
1,0,18,0,0,0,/videos/34127925,"Gnome3 - Website als Webanwendung speichern",267,2011-12-23T14:19:58+00:00,Array,20,55,55,267
1,0,15,0,0,0,/videos/25777591,"Gnome3 - bunte System-Status-Icons",148,2011-06-29T17:48:30+00:00,Array,27,41,41,149
1,0,12,0,0,0,/videos/40553909,"Fedora 17 Beta - Demo",292,2012-04-17T22:06:18+00:00,Array,94,277,277,292
1,0,6,0,0,0,/videos/15102831,"Screencast 070 - Nautilus - Verknüpfungen",84,2010-09-19T19:08:21+00:00,Array,80,68,68,84
1,0,17,0,0,0,/videos/36916632,"pdfinfo - Informationen, Metadaten über ein PDF-Dokument",143,2012-02-16T18:31:43+00:00,Array,95,138,138,144
1,2,22,0,0,0,/videos/132815110,"R - Runden",213,2015-07-07T12:11:43+00:00,Array,16,36,36,213
1,1,26,0,0,0,/videos/132926059,"R - einfache Datentypen (numeric, logical, complex, character, raw)",275,2015-07-08T12:33:09+00:00,Array,94,260,260,276
1,0,23,0,0,0,/videos/14462777,"Screencast 035 - Prozessliste",281,2010-08-26T21:03:56+00:00,Array,0,0,0,281
1,0,25,0,0,0,/videos/13882594,"Linux - Audio-CD abspielen",431,2010-08-04T14:15:40+00:00,Array,28,123,123,431
1,1,29,0,0,0,/videos/134985752,"dnf - die wichtigsten Kommandos (Fedora)",233,2015-07-30T20:12:34+00:00,Array,32,152,152,466
1,0,21,0,0,0,/videos/119676736,"Raspberry Pi - arkos - Genesis - Terminal und Execute (Kommandos über den Browser eingeben)",357,2015-02-15T12:19:40+00:00,Array,46,166,166,357
1,0,20,0,0,0,/videos/38120226,"LibreOffice - Writer - Ausschneiden, Kopieren und Einfügen von Text",229,2012-03-07T20:59:23+00:00,Array,68,156,156,229
1,0,16,0,0,0,/videos/38518545,"mehrere PDF-Dateien verbinden - pdftk und pdfunite",142,2012-03-14T18:25:21+00:00,Array,0,0,0,0
1,0,9,0,0,0,/videos/16285269,"Screencast short 032 - Gnome - Browserfenster einstellen",56,2010-10-28T16:58:27+00:00,Array,16,9,9,56
1,0,13,0,0,0,/videos/119676748,"Linux - SimpleScreenRecorder (Screencasting-Tool)",242,2015-02-15T12:19:46+00:00,Array,18,44,44,242
1,0,12,0,0,0,/videos/119694107,"Fedora 20 Beta - Installation - Demo",467,2015-02-15T18:30:07+00:00,Array,0,0,0,0
1,0,22,0,0,0,/videos/119926942,"Linux - das /proc-Dateisystem",282,2015-02-18T06:05:32+00:00,Array,53,152,152,282
1,0,19,0,0,0,/videos/120825607,"Firefox Nightly - Classic Theme Restorer",143,2015-02-27T19:02:23+00:00,Array,0,0,0,0
1,0,20,0,0,0,/videos/120825608,"Australis in Firefox Nightly",282,2015-02-27T19:02:23+00:00,Array,0,0,0,282
1,0,12,0,0,0,/videos/39361713,"Gnome3 - NetSpeed",117,2012-03-28T19:01:43+00:00,Array,20,24,24,117
1,0,20,0,0,0,/videos/39150670,"textualizer.js - Textanimationen auf der Webseite",288,2012-03-25T18:06:16+00:00,Array,98,285,285,288
1,1,30,0,0,0,/videos/133493396,"Semplice Linux 7 - Demo",319,2015-07-14T20:52:54+00:00,Array,5,19,19,319
1,1,73,0,0,0,/videos/135065282,"Django - Vorbereitungen",242,2015-07-31T16:34:51+00:00,Array,39,191,191,484
1,0,17,0,0,0,/videos/121216514,"Linux - Benutzer benachrichtigen - die Datei /etc/motd",286,2015-03-04T05:24:12+00:00,Array,59,171,171,286
1,0,10,0,0,0,/videos/22894442,"Gnome3 - Fenster minimieren, Fenster maximieren, Fenstermenue aktivieren",146,2011-04-26T14:52:36+00:00,Array,35,52,52,146
1,2,27,0,0,0,/videos/133456530,"Git für Einsteiger - Der erste Commit - Teil 2",265,2015-07-14T14:46:55+00:00,Array,90,239,239,264
1,0,20,0,0,0,/videos/122235592,"Debian - dpkg - Informationen über installierte Pakete abfragen (Paketverwaltung .deb)",87,2015-03-15T14:02:47+00:00,Array,0,0,0,87
1,1,21,0,0,0,/videos/132323796,"Firefox - Einstellungen im Tab",129,2015-07-01T12:45:40+00:00,Array,0,0,0,0
1,0,13,1,0,0,/videos/16322681,"Screencast short 039 - Gnome - Schrift einstellen",35,2010-10-29T18:47:06+00:00,Array,97,34,34,35
1,0,11,1,0,0,/videos/40167084,"Ruby - die interaktive Ruby Shell",190,2012-04-11T17:11:18+00:00,Array,99,190,190,191
1,0,17,0,0,0,/videos/122501931,"Easy Game Scripting mit Lua (EGSL) - ein Beispiel",494,2015-03-18T04:03:36+00:00,Array,48,240,240,493
1,1,21,0,0,0,/videos/133484240,"LibreOffice - Calc - Umrandungen",165,2015-07-14T19:18:12+00:00,Array,0,0,0,165
1,1,17,0,0,0,/videos/133486761,"LibreOffice - Calc - Zellen mit Textdaten",140,2015-07-14T19:44:19+00:00,Array,2,4,4,140
1,0,15,0,0,0,/videos/40731165,"Fedora 17 Beta Cinnamon - Demo",183,2012-04-20T16:15:51+00:00,Array,47,86,86,182
1,0,22,1,0,0,/videos/41097828,"Ubuntu 12.04 LTS - Demo",265,2012-04-26T18:17:03+00:00,Array,100,264,264,264
1,0,35,0,0,0,/videos/123806324,"SteamOS 1.0 Beta - Demo (SteamOS alchemist - Test)",631,2015-04-01T04:15:11+00:00,Array,69,439,439,631
1,0,17,0,0,0,/videos/128161635,"ExTiX 14 - Demo",359,2015-05-18T16:28:10+00:00,Array,30,108,108,358
1,0,17,0,0,0,/videos/42047707,"Linux - SimpleHTTPServer",163,2012-05-12T20:47:59+00:00,Array,72,118,118,163
1,0,22,0,0,0,/videos/25933868,"Unity - herkoemmliche Scrollleiste aktivieren",102,2011-07-03T17:01:09+00:00,Array,29,60,60,202
1,0,11,0,0,0,/videos/42562984,"CouchDB - Datenbankinformationen",195,2012-05-21T17:36:23+00:00,Array,91,180,180,196
1,0,9,1,0,0,/videos/42710947,"ruby - Hallo Welt",158,2012-05-23T16:52:51+00:00,Array,99,157,157,158
1,0,18,0,0,0,/videos/42894835,"LibreOffice - Writer - Funktion AutoKorrektur verwenden",245,2012-05-26T18:12:03+00:00,Array,21,53,53,245
1,0,22,0,0,0,/videos/131876212,"Video-Editor OpenShot - Transparente Bilder über Video legen",349,2015-06-26T13:01:56+00:00,Array,10,36,36,349
1,1,23,0,0,0,/videos/132196450,"Python-Programmierung - subprocess - Pipes verwenden",291,2015-06-30T10:29:55+00:00,Array,26,78,78,291
1,1,25,0,0,0,/videos/135805359,"D3 - Einleitung",353,2015-08-09T17:40:36+00:00,Array,59,209,209,353
1,1,32,0,0,0,/videos/133488633,"HTML und CSS - HTML-Elemente",147,2015-07-14T20:04:19+00:00,Array,0,0,0,0
1,0,12,0,0,0,/videos/43562684,"jQuery - Hallo Welt",348,2012-06-06T20:22:13+00:00,Array,56,196,196,349
1,1,26,1,0,0,/videos/132198558,"Tanglu 1.2 Beta 2 (Aequorea) Gnome 3.10 - Demo",381,2015-06-30T10:59:44+00:00,Array,49,380,380,761
1,1,23,0,0,0,/videos/132922041,"LibreOffice Makro - Makros schreiben ohne Recorder",275,2015-07-08T11:40:13+00:00,Array,55,151,151,274
1,1,25,0,0,0,/videos/137260683,"Linux - Programme finden - which, whereis und type",142,2015-08-25T15:26:18+00:00,Array,0,1,1,142
1,1,19,1,0,0,/videos/132320708,"reveal.js - Präsentation betrachten",274,2015-07-01T12:05:07+00:00,Array,99,273,273,274
1,1,21,0,0,0,/videos/132201287,"Linux - cheat (lernen durch Kommando-Beispiele)",243,2015-06-30T11:38:51+00:00,Array,59,145,145,243
1,1,20,0,0,0,/videos/132201288,"Linux - Android auf dem PC",313,2015-06-30T11:38:52+00:00,Array,26,84,84,313
1,0,31,0,0,0,/videos/16803771,"Screencast 089 - LibreOffice - Writer - Kommentare",229,2010-11-13T22:38:54+00:00,Array,17,41,41,230
1,0,31,0,0,0,/videos/80423316,"awesome - ein Tiling-Fenstermanager - Steuerung",295,2013-11-26T23:55:44+00:00,Array,33,98,98,294
1,1,23,0,0,0,/videos/132206551,"Linux - Verschlüsselte Containerdatei öffnen und schließen",445,2015-06-30T12:44:12+00:00,Array,5,25,25,446
1,1,6,0,0,0,/videos/15431747,"Screencast 084 - uptime",118,2010-09-30T17:21:34+00:00,Array,20,24,24,118
1,0,19,0,0,0,/videos/14614063,"Screencast 042 - recordmydesktop",316,2010-09-01T16:50:45+00:00,Array,62,196,196,316
1,0,7,0,0,0,/videos/45325840,"jQuery einbinden",336,2012-07-06T18:39:02+00:00,Array,0,0,0,0
1,1,25,0,0,0,/videos/132213568,"Ubuntu Touch - Scopes",174,2015-06-30T13:57:34+00:00,Array,0,0,0,0
1,0,11,0,0,0,/videos/45326779,"bottle - Cookies",201,2012-07-06T18:57:35+00:00,Array,0,0,0,0
1,1,11,0,0,0,/videos/15433331,"Screencast 085 - Hardware-Informationen (Desktop)",182,2010-09-30T18:12:12+00:00,Array,47,86,86,182
1,1,18,0,0,0,/videos/132213577,"Ubuntu Touch - Uhr-App",227,2015-06-30T13:57:36+00:00,Array,0,0,0,0
1,0,7,0,0,0,/videos/45543046,"Javascript - Hallo Welt",228,2012-07-10T22:55:55+00:00,Array,27,63,63,228
1,1,27,0,0,0,/videos/132215264,"Firefox OS 1.3 Simulator - Demo",600,2015-06-30T14:11:07+00:00,Array,0,0,0,0
1,3,19,0,0,0,/videos/132217986,"Ubuntu Touch - Messaging-App",129,2015-06-30T14:35:08+00:00,Array,0,1,1,130
1,1,15,0,0,0,/videos/132219569,"Linux - Backups verschlüsseln - Konzept",344,2015-06-30T14:48:28+00:00,Array,88,305,305,344
1,0,19,0,0,0,/videos/46141970,"bottle - HTTP Header Daten",175,2012-07-21T13:20:53+00:00,Array,14,25,25,176
1,0,11,0,0,0,/videos/46143098,"CouchDB - Futon - Datenbank erstellen und löschen",112,2012-07-21T14:05:30+00:00,Array,88,99,99,112
1,1,17,0,0,0,/videos/132317469,"Ubuntu Touch - Systemeinstellungen",388,2015-07-01T11:21:09+00:00,Array,3,13,13,388
1,1,16,0,0,0,/videos/132219565,"LibreOffice - Wo werden Makros gespeichert ?",119,2015-06-30T14:48:28+00:00,Array,61,73,73,119
1,0,41,0,0,0,/videos/19068012,"Screencast 096 - KRunner (Teil 1)",320,2011-01-22T17:20:55+00:00,Array,98,315,315,319
1,5,24,0,0,0,/videos/132320709,"GNOME 3.12 geht an den Start",209,2015-07-01T12:05:08+00:00,Array,57,120,120,209
1,1,20,0,0,0,/videos/132217982,"R - Nachkommastellen",189,2015-06-30T14:35:06+00:00,Array,15,29,29,188
1,0,14,0,0,0,/videos/15502702,"Screencast glimpse 003 - Ubuntu Studio 7.04 (ohne Audio)",285,2010-10-03T14:57:24+00:00,Array,1,5,5,285
1,1,21,0,0,0,/videos/132323797,"Ubuntu Touch - Weitere Apps",261,2015-07-01T12:45:40+00:00,Array,95,249,249,261
1,1,26,0,0,0,/videos/132323798,"Firefox OS - Apps deinstallieren",65,2015-07-01T12:45:40+00:00,Array,26,17,17,65
1,1,17,1,0,0,/videos/132325013,"reveal.js - Einbinden von Markdown-Syntax",123,2015-07-01T13:00:13+00:00,Array,49,123,123,247
1,0,12,0,0,0,/videos/15503795,"Screencast glimpse 003 - Ubuntu Studio 7.04 Teil 2 (ohne Audio)",570,2010-10-03T15:58:03+00:00,Array,1,10,10,570
1,0,21,0,0,0,/videos/19335365,"Screencast 098 - Python-Programmierung - Hallo Welt",216,2011-01-29T21:22:16+00:00,Array,0,0,0,0
1,1,24,0,0,0,/videos/132331294,"LibreOffice - Calc - Fixieren von Spalten und Zeilen",277,2015-07-01T14:04:20+00:00,Array,0,0,0,0
1,1,39,0,0,0,/videos/132331296,"reveal.js - Weitere Möglichkeiten (Folienübergang und Hintergrund beeinflussen)",273,2015-07-01T14:04:20+00:00,Array,0,0,0,272
1,0,30,0,0,0,/videos/46366291,"Python-Programmierung - Iteratoren (Teil 2)",224,2012-07-25T15:09:37+00:00,Array,0,0,0,0
1,0,15,0,0,0,/videos/47108998,"Medusa - Sicherheitsüberprüfung von Netzwerken",545,2012-08-07T17:40:55+00:00,Array,11,60,60,545
1,0,15,0,0,0,/videos/48789833,"Manjaro Linux 0.8.0 - Demo",277,2012-09-04T07:54:20+00:00,Array,0,0,0,277
1,0,12,0,0,0,/videos/48812384,"Linux - meld - Dateien vergleichen",144,2012-09-04T15:19:44+00:00,Array,0,0,0,0
1,1,21,1,0,0,/videos/132816663,"LibreOffice - Calc - Fenster teilen",261,2015-07-07T12:31:13+00:00,Array,100,261,261,261
1,1,15,0,0,0,/videos/20412186,"paste - Zeilen zusammenfügen",156,2011-02-26T20:06:25+00:00,Array,47,75,75,157
1,0,19,0,0,0,/videos/49505152,"redis - Installation",471,2012-09-15T13:32:44+00:00,Array,15,149,149,943
1,1,34,0,0,0,/videos/132822988,"Geeksphone Revolution und andere Geräte mit dem Firefox App-Manager verbinden",653,2015-07-07T13:42:51+00:00,Array,11,73,73,652
1,0,19,0,0,0,/videos/15816264,"Screencast glimpse 013 - Linux Mint 6 Universal Edition",352,2010-10-13T19:36:56+00:00,Array,23,163,163,703
1,1,20,0,0,0,/videos/133488635,"R - Zeichenketten",231,2015-07-14T20:04:19+00:00,Array,0,0,0,0
1,1,30,0,0,0,/videos/132826525,"LibreOffice - Calc - Zellen mit Auto-Ausfüllen füllen",366,2015-07-07T14:15:36+00:00,Array,0,0,0,0
1,0,48,0,0,0,/videos/49913015,"Gnome3 mit Menü",153,2012-09-21T13:48:28+00:00,Array,7,11,11,153
1,2,29,0,0,0,/videos/132914489,"Raspberry Pi - eine LED ein- und ausschalten",542,2015-07-08T09:47:40+00:00,Array,85,461,461,542
1,0,23,0,0,0,/videos/50889469,"Python-Programmierung - List Comprehensions",375,2012-10-06T15:45:35+00:00,Array,5,20,20,375
1,1,19,0,0,0,/videos/133649462,"Linktipp: 2 feine Tutorialsammlungen",107,2015-07-16T12:03:10+00:00,Array,0,0,0,0
1,0,26,0,0,0,/videos/21457831,"LibreOffice - Zeichen und Wörter zählen",127,2011-03-24T20:55:01+00:00,Array,93,119,119,127
